parent_lemma;parent_variant;parent_pos;parent_comment;child_lemma;child_variant;child_pos;child_comment
współuczennica;2;2;##K: książk. ##D: kobieta, która wspólnie z kimś przyjmuje czyjeś idee, czerpie wiedzę, nierzadko przekazuje je i kontynuuje działalność mistrza. ;współuczeń;2;2;##K: książk. ##D: ktoś, kto wspólnie z kimś przyjmuje czyjeś idee, czerpie od kogoś wiedzę, nierzadko przekazując je i kontynuując działanie mistrza. [##W: Po śmierci Sokratesa opuścił wraz z innymi współuczniami Ateny i przez 12 lat podróżował po Grecji, Egipcie i Wielkiej Grecji.] 
współuczestniczka;1;2;##K:  ##D: . [##P: ] {##L: };współuczestnik;1;2;##K:  ##D: . [##P: ] {##L: }
współuzależniona;1;2;##K: og. ##D: kobieta żyjąca wspólnie z osobą uzależnioną. [##P: Współuzależnioną można nazwać żonę, która zawsze odwozi po imprezie zamroczonego męża.] ;współuzależniony;1;2;##K: og. ##D: osoba żyjąca współnie z kimś uzależnionym. [##P: Aby poradzić sobie z traumą związaną w ojcem-alkoholikiem chodziłem na terapię dla współuzależnionych.]
współwięźniarka;1;2;##K:  ##D: . [##P: ] {##L: };współwięzień;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
współwładczyni;1;2;##K:  ##D: . [##P: ] {##L: };współwładca;1;2;##K: og. ##D: osoba, która rządzi danym państwem razem z kimś innym (lub kilkoma innymi osobami), równym mu formalnie rangą i pozycją. [##P: ] {##L: http://pl.wikipedia.org/wiki/Koregent} ##A1: 0 ##A2: 0
współwłaścicielka;1;2;##K:  ##D: . [##P: ] {##L: };współwłaściciel;1;2;1 osoba lub cała firma! ##A1: 0 ##A2: 0
współwyznawczyni;1;2;##K:  ##D: . [##P: ] {##L: };współwyznawca;1;2;##K: og. ##D: człowiek, który wyznaję tę samą religię, co inna osoba. [#W: W 1934 roku Świadkowie Jehowy w Szwajcarii rozpoczęli organizowanie pomocy humanitarnej dla prześladowanych niemieckich współwyznawców.]
współwyznawczyni;2;2;2;współwyznawca;2;2;##K: og. ##D: człowiek, który dzieli takie same poglądy z inną osobą. [##P: Jeśli jesteś współwyznawcą anarchizmu, to znaczy, że swój chłop!] {##L: }
współzałożycielka;1;2;##K:  ##D: . [##P: ] {##L: };współzałożyciel;1;2;##K:  ##D: . [##P: ] {##L: }
współzawodnica;1;2;##K: daw. ##D: kobieta, która z kimś współzawodniczy.;współzawodnik;1;2;##K: og. ##D: rywal. [##P: Od dziecka byli współzawodnikami w życiu prywatnym, jak i w szeroko rozumianej karierze.]
współzawodniczka;1;2;##K: og. ##D: kobieta, która z kimś współzawodniczy, rywalizuje. [##Żeromski: Było to bowiem oczywiste, że piękność jej w tym tłumie nie ma współzawodniczki, że ani jedne męskie oczy, które ją dnia tego ujrzą, już obrazu jej nie zapomną, nigdy, przenigdy.];współzawodnik;1;2;##K: og. ##D: rywal. [##P: Od dziecka byli współzawodnikami w życiu prywatnym, jak i w szeroko rozumianej karierze.]
wstępna;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0;wstępny;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
wstręciucha;1;2;##K:  ##D: . [##P: ] {##L: };wstręciuch;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, nieużyteczność, krzywda, błąd} - s [Ty wstręciuchu, zniszczyłeś mój zamek z piasku i rozrzuciłeś kamyczki.] ##A2: {złość, wstręt, krzywda, błąd} - s [Mój brat jest małym wstręciuchem, który najlepiej bawi się, rozrzucając moje ubrania.]
wszechwiedząca;1;2;##K: książk. ##D: ta, która wszystko wie. [##P: I co nam powiesz, o wszechwiedząca?];wszechwiedzący;1;2;##K: książk. ##D: ten, który wszystko wie. [##Witkacy: — I ten wszechwiedzący nie mówił ci, że to ja...?]
wszetecznica;1;2;##K: książk. ##D: kobieta wszeteczna. [##W: Belizariusza przedstawia autor jako mężczyznę bez charakteru i godności osobistej, Antoninę jako wyuzdaną wszetecznicę uganiającą się za miłostkami, nienasyconą w swej wciąż rosnącej żądzy.] ##A1: {wstręt, błąd} - m [Po alkoholu zachowywała się jak wszetecznica.] ##A2: {złość, wstręt, nieużyteczność, błąd} - m [Była sierotą i wszetecznicą, marzącą o wielkim bogactwie.];wszetecznik;1;2;##K: książk. ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, błąd} - s [Zachowanie tego wszetecznika oburza wszystkich mieszkańców wioski, w której mieszkam.]
wszystkowidząca;1;2;##K: książk. ##D: ta, który dostrzega każdy fakt, każdy element rzeczywistości, również niematerialnej, zdaje sobie sprawę ze wszystkiego, co zaistniało bądź zaistnieje. ;wszystkowidzący;1;2;##K: książk. ##D: ten, który dostrzega każdy fakt, każdy element rzeczywistości, również niematerialnej, zdaje sobie sprawę ze wszystkiego, co zaistniało bądź zaistnieje. 
wtajemniczona;1;2;##K: og. ##D: ta, która należy do grona osób zaznajomionych z jakąś sprawą, jakimś tematem. [##P: Wtajemniczone to Aśka i Julka, tylko z nimi możesz rozmawiać o moim sekrecie, pamiętaj, nikomu więcej ani słowa!];wtajemniczony;1;2;##K: og. ##D: ten, który należy do grona osób zaznajomionych z jakąś sprawą, jakimś tematem. [##P: Prawdziwe znaczenie tego utworu znają tylko wtajemniczeni.]
wuefistka;1;2;##K:  ##D: . [##P: ] {##L: };wuefista;1;2;##K:  ##D: . [##P: ] {##L: }
wybawczyni;1;2;##K:  ##D: . [##P: ] {##L: };wybawca;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, użyteczność, dobro} + s [Stefan okazał się wybawcą i pożyczył nam pieniądze.] ##A2: {radość, użyteczność, dobro} + m [Gdyby nie mój wybawca w maluchu, dalej marzłabym na przystanku.]
wybawicielka;1;2;##K:  ##D: . [##P: ] {##L: };wybawiciel;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {radość, użyteczność, dobro} + s [Karol to nasz wybawiciel - pomógł nam, gdy nie mieliśmy już nadziei.] ##A2: {radość, użyteczność, dobro} + m [Nasz wybawiciel wpadł do laboratorium z termosami pełnymi kawy i stosem kanapek.]
wyborczyni;1;2;##K:  ##D: . [##P: ] {##L: };wyborca;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Wyborca} ##A1: 0 ##A2: 0
wybranka;1;2;##K: książk. ##D: ukochana kobieta lub dziewczyna. [##P: Ta kobieta jest wybranką serca mojego syna.] ##A1: {zaufanie, szczęście} + m [Po dziedzińcu przechadzał się książę z wybranką.] ##A2: {radość, zaufanie, dobro, szczęście} + m [Janusz wraz z wybranką swego serca udał się na wczasy do Mielna.];wybranek;1;2;##K: książk. ##D: ukochany mężczyzna lub chłopak. [##P: Ten mężczyzna to wybranek mojej córki.] ##A1: {zaufanie, szczęście} + m [A oto i panna młoda z wybrankiem, kroczący po czerwonym dywanie.] ##A2: {radość, zaufanie, dobro, szczęście} + m [To jej wybranek, czekała na niego całe życie.]
wychowanica;2;2;##K: książk. ##D: kobieta - wychowanek, osoba, która wychowuje się gdzieś, u kogoś. [##P: ] {##L: };wychowanek;2;2;##K:  ##D: . [##P: ] {##L: }
wychowanica;1;2;##K: książk. ##D: kobieta - wychowanek, osoba, która ukończyła jakąś szkołę, absolwentka.;wychowanek;1;2;##K:  ##D: . [##P: ] {##L: }
wychowanka;2;2;##K: og. ##D: kobieta - wychowanek, ktoś, kto wychowuje się gdzieś, u kogoś. [##P: ] {##L: };wychowanek;2;2;##K:  ##D: . [##P: ] {##L: }
wychowanka;1;2;##K: og. ##D: kobieta - wychowanek, osoba, która ukończyła jakąś szkołę, absolwentka.;wychowanek;1;2;##K:  ##D: . [##P: ] {##L: }
wychowawczyni;2;2;##K: og. ##D: nauczycielka w szkole, który pełni dodatkowo specjalną funkcję opiekunki danej klasy. [##P: .] {##L: };wychowawca;1;2;##K: og. ##D: nauczyciel w szkole, który pełni dodatkowo specjalną funkcję opiekuna danej klasy. [##P: Chyba nie pojedziemy w tym roku na wycieczkę szkolną, nasz wychowawca bardzo niechętnie wyjeżdża po zeszłorocznych incydentach.]
wychowawczyni;1;2;##K: og. ##D: opiekunka, np. na kolonii, w domu, w placówce oświatowej lub opiekuńczej np. dla małych dzieci. [##P: .] {##L: };wychowawca;2;2;##K: og. ##D: opiekun, np. na kolonii, także w domu (można było tak powiedzieć o guwernerze) i w placówce oświatowej/opiekuńczej np. dla małych dzieci.
wycieczkowiczka;1;2;##K:  ##D: . [##P: ] {##L: };wycieczkowicz;1;2;##K:  ##D: . [##P: ] {##L: }
wydawczyni;1;2;##K:  ##D: . [##P: ] {##L: };wydawca;1;2;##K: og. ##D: osoba bądź instytucja, która coś wydaje - umożliwia upublicznienie jakiegoś dzieła, produkuje i dystrybuuje, wypuszcza na rynek. [##W: Wydawca realizuje zwykle politykę wydawniczą, plasując się w określonym segmencie rynku, zarówno ze względu na skalę prowadzonych przedsięwzięć, jak i prezentowaną tematykę, a nawet może narzucać swój stosunek do przedstawianych treści.] [##W: Wydawcy gier komputerowych są odpowiedzialni za tworzenie, marketing (włączając w to badania rynku) oraz wszystkie aspekty reklamy.] {##L: https://pl.wikipedia.org/wiki/Wydawca} ##A1: 0 ##A2: 0
wygnanka;1;2;##K:  ##D: . [##P: ] {##L: };wygnaniec;1;2;##K: og.##D: ktoś pod przymusem opuszczający dane miejsce [##P: ] {##L: } ##A1: {smutek, złość, krzywda, nieszczęście} - s [Nie mógł wrócić do ojczyzny, bo był wygnańcem.] ##A2: {smutek, złość, błąd, krzywda, nieszczęście} - s [Każdy wygnaniec pragnie znaleźć swoje miejsce w świecie.]
wygodnicka;1;2;##K:  ##D: . [##P: ] {##L: };wygodnicki;1;2;##K:  ##D: . [##P: ] {##L: }
wygodnisia;1;2;##K:  ##D: . [##P: ] {##L: };wygodniś;1;2;##K:  ##D: . [##P: ] {##L: }
wyjadaczka;1;2;##K:  ##D: . [##P: ] {##L: };wyjadacz;1;2;##K: pot. ##D: człowiek, który zna się na czymś bardzo dobrze, jest bardzo doświadczony. [##P: Nie musisz mu tłumaczyć co i jak, to stary konwentowy wyjadacz.] ##A1: {zaufanie, użyteczność, wiedza} + m [Jurek to stary wyjadacz.] ##A2: {radość, zaufanie, użyteczność, wiedza} + m [Chętnie zatrudniam wyjadaczy, bo wiedzą, co robią.]
wykładowczyni;1;2;##K:  ##D: . [##P: ] {##L: };wykładowca;1;2;##K: og. ##D: osoba prowadząca wykłady z jakiejś dziedziny w ramach programu uczelni, szkoły lub kursu. [##W: Wszyscy wykładowcy prawa kanonicznego i wielu wykładowców prawa cywilnego było duchownymi.] {##L: https://pl.wikipedia.org/wiki/Wyk%C5%82adowca} [##Ko: wykładowca akademicki] ##A1: 0 ##A2: 0
wykonawczyni;1;2;##K: og. ##D: odtwórczyni, interpretatorka.;wykonawca;2;2;##K: og. ##D: artysta, zwłaszcza aktor lub muzyk, który występuje publicznie, twórczo prezentuje jakiś - własny lub obcy - tekst kultury (np. utwór mzyczny). [##P: Kolejny wykonawca wchodzi na scenę, zaraz zacznie śpiewać.]
wykonawczyni;2;2;##K: og. ##D: realizatorka czyichś postanowień, egekutorka czyjejś woli.;wykonawca;1;2;##K: og. ##D: osoba, która coś wykonuje. [##P: Wykonawca tego śmiałego projektu będzie miał kłopot z oddaniem mimiki Marylin Monroe w lukrze na torcie.]
wykwintnisia;1;2;##K:  ##D: . [##P: ] {##L: };wykwintniś;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {wstręt, brzydota, błąd} - m [Wykwintniś w marynarce chciał grać z nami w piłkę.]  ##A2: {złość, wstręt, nieużyteczność, błąd} - m [Wczoraj zaczepił mnie jakiś wykwintniś, który próbował mi sprzedać jakieś luksusowe garnki, ale oczywiście go olałem.]
wynajmująca;1;2;##K: urz. ##D: kobieta, która coś komuś wynajmuje.;wynajmujący;1;2;##K: urz. ##D: podmiot, który za opłatą użycza komuś czasowo jakiegoś dobra. [##P: Powierzchnie wspólne terminala mogą być przez wynajmującego wyłączone z użytku.]
wynajmująca;2;2;##K: og. ##D: ta, która od kogoś wynajmuje, najemczyni. [##P: Wynajmująca przestała płacić właścicielowi mieszkania.];wynajmujący;2;2;##K: og. ##D: ten, kto coś od kogoś wynajmuje. [##P: W sporze między właścicielem a wymajmującym ten pierwszy wcale nie jest silniejszą stroną.]
wyrazicielka;1;2;##K:  ##D: . [##P: ] {##L: };wyraziciel;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
wyrobnica;1;2;##K: książk. ##D: pracownica najemna, wynajmowana do prac fizycznych.;wyrobnik;2;2;##K: książk. ##D: pracownik najemny, wynajmowany do prac fizycznych. [##W: Ojciec Kazimierz był wyrobnikiem folwarcznym, a matka Zofia zajmowała się gospodarstwem domowym.]
wyrobnica;2;2;##K: pot. ##D: ironicznie: kobiea, która zazwyczaj przeciętnie wykonuje swoją pracę, nie przykłada się do niej, szeregowa pracownica, która wykonuje swoje zadania bez zaangażowania i nie czuje się związana z miejscem pracy.;wyrobnik;1;2;##K: pot. ##D: ironicznie: człowiek, który zazwyczaj przeciętnie wykonuje swoją pracę, nie przykłada się do niej, szeregowy pracownik, który wykonuje swoje zadania bez zaangażowania i nie czuje się związany z miejscem pracy. [##P: Jestem tylko zwykłym wyrobnikiem, łatwo będzie mnie zastąpić.] [##P: Oprócz utalentowanych gwiazd w obsadzie jest też zwykle masa wyrobników.] ##A1: {złość, wstręt, nieużyteczność, niewiedza} - m [Chciałem zamówić u tego rzeźbiarza jakieś ładne cacko, ale jak zobaczyłem jego prace, to stwierdziłem, że to jakiś wyrobnik.] ##A2: {złość, wstręt, nieużyteczność, niewiedza} - m [Zajmuję wysokie stanowisko, ale czuję się jak wyrobnik.]
wyrobniczka;1;2;##K: pot. ##D: ironicznie: kobiea, która zazwyczaj przeciętnie wykonuje swoją pracę, nie przykłada się do niej, szeregowa pracownica, która wykonuje swoje zadania bez zaangażowania i nie czuje się związana z miejscem pracy.;wyrobnik;1;2;##K: pot. ##D: ironicznie: człowiek, który zazwyczaj przeciętnie wykonuje swoją pracę, nie przykłada się do niej, szeregowy pracownik, który wykonuje swoje zadania bez zaangażowania i nie czuje się związany z miejscem pracy. [##P: Jestem tylko zwykłym wyrobnikiem, łatwo będzie mnie zastąpić.] [##P: Oprócz utalentowanych gwiazd w obsadzie jest też zwykle masa wyrobników.] ##A1: {złość, wstręt, nieużyteczność, niewiedza} - m [Chciałem zamówić u tego rzeźbiarza jakieś ładne cacko, ale jak zobaczyłem jego prace, to stwierdziłem, że to jakiś wyrobnik.] ##A2: {złość, wstręt, nieużyteczność, niewiedza} - m [Zajmuję wysokie stanowisko, ale czuję się jak wyrobnik.]
wyrobniczka;2;2;##K: książk. ##D: pracownica najemna, wynajmowana do prac fizycznych.;wyrobnik;2;2;##K: książk. ##D: pracownik najemny, wynajmowany do prac fizycznych. [##W: Ojciec Kazimierz był wyrobnikiem folwarcznym, a matka Zofia zajmowała się gospodarstwem domowym.]
wysłannica;1;2;##K: daw. ##D: posłannica, ta, która została wysłana.;wysłannik;1;2;##K: og. ##D: ktoś, kto został przed kogoś innego wysłany w określonym celu, z jakimś zadaniem do wykonania. [##W: Pierwszy wysłannik dyplomatyczny George Hammond w randze ministra-plenipotenta przybył do ówczesnej stolicy USA Filadelfii w 1791 roku.] ##A1: 0 ##A2: 0
wysłanniczka;1;2;##K:  ##D: . [##P: ] {##L: };wysłannik;1;2;##K: og. ##D: ktoś, kto został przed kogoś innego wysłany w określonym celu, z jakimś zadaniem do wykonania. [##W: Pierwszy wysłannik dyplomatyczny George Hammond w randze ministra-plenipotenta przybył do ówczesnej stolicy USA Filadelfii w 1791 roku.] ##A1: 0 ##A2: 0
wyspiarka;1;2;##K:  ##D: . [##P: ] {##L: };wyspiarz;1;2;##K: og. ##D: mieszkaniec wyspy. [##P: ] {##L: }
wystawczyni;1;2;##K:  ##D: . [##P: ] {##L: };wystawca;1;2;##K: og. ##D: organizator wystawy lub osoba, która użycza eksponatów.
wytwornisia;1;2;##K:  ##D: . [##P: ] {##L: };wytworniś;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {wstręt, błąd, brzydota} - m [Wystroił się do szkoły jak jakiś wytworniś, a przecież mieliśmy iść do lasu.]  ##A2: {złość, wstręt, nieużyteczność, błąd} - m [Taki wytworniś z niego, że nawet na mecz ubrał nienaganny garniturek.]
wytwórczyni;1;2;##K:  ##D: . [##P: ] {##L: };wytwórca;2;2;##K: og. ##D: osoba, która coś wytwarza (niekoniecznie w celu sprzedaży). [##P: Chcesz taką bransoletkę? Mogę ci załatwić, ich wytwórca to mój kolega.]
wywiadowczyni;1;2;##K:  ##D: . [##P: ] {##L: };wywiadowca;1;2;##K: og. ##D: funkcjonariusz śledczy, pracownik służb śledczych. [##P: ] {##L: }
wywiadowczyni;2;2;2;wywiadowca;2;2;##K: og. ##D: pracownik wywiadu, agent, szpieg, informator, najczęściej działa na terenie obcego kraju.
wyznawczyni;1;2;##K:  ##D: . [##P: ] {##L: };wyznawca;1;2;##K: og. ##D: człowiek, który oddaje się jakiemuś kultowi religijnemu, wierzy w boga/bogów w swoim sumieniu.
wyznawczyni;2;2;2;wyznawca;2;2;##K: og. ##D: zwolennik jakiegoś poglądu. [##Ko: wyznawca socjalizmu]
wyzwolicielka;1;2;##K:  ##D: . [##P: ] {##L: };wyzwoliciel;1;2;##K: og. ##D: ten, który kogoś lub coś wyzwala, uwalnia. [##P: Zanim zszedł na złą drogę, miał opinię wielkiego bohatera, dobroczyńcy i wyzwoliciela uciemiężonych.] {##L: } [##Ko: wyzwoliciel narodu] ##A1: {radość, użyteczność, dobro} + s [Na rynku postawiono pomnik wyzwolicielom ojczyzny.] ##A2: {radość, użyteczność, dobro} + m [Wyzwoliciele naszej ojczyzny zapisali się na zawsze na kartach historii.]
wyzyskiwaczka;1;2;##K:  ##D: . [##P: ] {##L: };wyzyskiwacz;1;2;##K:  ##D: . [##P: ] {##L: }
youtuberka;1;2;##K: og. ;youtuber;1;2;##K: og. ##D: osoba, która zamieszcza filmiki w serwisie YouTube, często czerpiąc z tego zyski dzięki ich wysokiej oglądalności. [##P: Wszystkim filmom youtubera Wardęgi bardzo wzrosła oglądalność po zamieszczeniu na YouTubie filmu o psie-pająku.] [##P: Film o psie-pająku podbił świat, youtuber, który go zamieścił, zarobi tysiące.]
zabierzowianka;1;2;##K: og. ##D: mieszkanka Zabierzowa.;zabierzowianin;1;2;##K: og. ##D: mieszkaniec Zabierzowa.
zabłocianka;1;2;##K: og. ##D: mieszkanka Zabłocia - wsi na Śląsku Cieszyńskim.;zabłocianin;1;2;##K: og. ##D: mieszkaniec Zabłocia - wsi na Śląsku Cieszyńskim. [##W: W 1992 r. Zabłocianie przy poparciu księdza dziekana Oskara Kuśki i całego dekanatu strumieńskiego rozpoczęli budowę kościoła katolickiego.]
zabójczyni;1;2;##K:  ##D: . [##P: ] {##L: };zabójca;1;2;##K: og. ##D: osoba, która dokonała zabójstwa. [##P: Pozostający przez wiele lat na wolności zabójca został nareszcie schwytany przez policję.] {##L: } [##Ko: proces zabójcy] ##A1: {złość, wstręt, strach, nieużyteczność, błąd, krzywda, nieszczęście} - m [Do dziś nie ujęto zabójcy dwóch kobiet w lasku koło Doroszewskiego.]
zabugolka;1;2;##K:  ##D: . [##P: ] {##L: };zabugol;1;2;##K: reg. ##D: pejoratywne określenie mieszkańca Dolnego Śląska.
Zabużanka;1;2;##K: og. ##D: mieszkanka Zabuża. [##P: Zabużanka wygrała w Olsztynie sprawę dotyczącą zapłaty podatku od rekompensaty za utracone mienie, której nigdy nie otrzymała.];Zabużanin;1;2;##K: og. ##D: mieszkaniec Zabuża - terenu na wchód od Bugu. [##W: Obecnie Zabużanie mogą otrzymać nie tylko prawo do zaliczenia wartości pozostawionej nieruchomości na poczet ceny nieruchomości nabywanej od Skarbu Państwa, ale również otrzymać świadczenie w gotówce.]
zadymiara;1;2;##K: pot. ##D: kobieta uczestnicząca lub będąca inicjatorem zadym. [##P: Moja żona to kobieta-anioł, ale przychodzi ten czas w miesiącu, kiedy zmienia się w zadymiarę.] {##L: };zadymiarz;1;2;##K: pot. ##D: osoba uczestnicząca lub będąca inicjatorem zadym. [##P: Na imprezie nie było policji ani służb porządkowych, które mogłyby rozprawić się z zadymiarzami.] {##L: } ##A1: {złość, wstręt, nieużyteczność, krzywda, nieszczęście} - s [Leon był największym zadymiarzem w naszej bandzie, na każdym meczu pokazywał, na co go stać i zwykle kończył na dołku.] ##A2: {złość, nieużyteczność, krzywda} - s [Stefan był starym zadymiarzem - gdzie się pojawił, tam od razu wybuchała awantura.]
Zagórzanka;1;2;##K: og. ##D: członkini góralskiej grupy etnograficznej ludności polskiej zamieszkującej część Beskidu Wyspowego i północną stronę Gorców.;Zagórzanin;1;2;##K: og. ##D: członek góralskiej grupy etnograficznej ludności polskiej zamieszkującej część Beskidu Wyspowego i północną stronę Gorców.
zainteresowana;1;2;##K: og. ##D: kobieta, która jest zainteresowana wzięciem w czymś udziału, skorzystaniem z czegoś, której jakaś sprawa dotyczy. [##P: Rozpoczynamy nowy kurs fly fitnessu - wszystkie zainteresowane prosimy o kontakt przed końcem tygodnia.];zainteresowany;1;2;##K: og. ##D: człowiek, który jest zainteresowany wzięciem w czymś udziału, skorzystaniem z czegoś, którego jakaś sprawa dotyczy. [##P: Prosimy wszystkich zainteresowanych o wysyłanie CV na podany adres.]
Zairka;1;2;##K: og. ##D: mieszkanka Zairu, kobieta pochodzenia zairskiego.;Zairczyk;1;2;##K: og. ##D: mieszkaniec Zairu, człowiek pochodzenia zairskiego.
zajęczyca;1;2;##K: og. ##D: samica zająca.;zając;1;2;##K: og. ##D: Lepus – rodzaj zajęczaków z rodziny zającowatych (Leporidae). [##W: Do polowań na szybko biegające zające wykorzystywano np. charty.] {##L: http://pl.wikipedia.org/wiki/Lepus}
zaklikowianka;1;2;##K: og. ##D: mieszkanka Zaklikowa, kobieta pochodząca z Zaklikowa.;zaklikowianin;1;2;##K: og. ##D: mieszkaniec Zaklikowa, człowiek pochodzący z Zaklikowa.
zaklinaczka;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0;zaklinacz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zakładniczka;1;2;##K:  ##D: . [##P: ] {##L: };zakładnik;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zakochana;1;2;##K: og. ##D: ta, która się zakochała i pozostaje w stanie zakochania.;zakochany;1;2;##K: og. ##D: ten, który się zakochał i pozostaje w stanie zakochania. [##P: Wiosna: zakochani afiszują się ze swoim uczuciem na wszystkich ławkach.]
zakonnica;1;2;##K: og. ##D: członkini zakonu żeńskiego. [##W: Zakonnice opierają życie we wspólnotach na konstytucjach i dyrektoriach generalnych, które stanowią o sposobach ich życia, działaniach, celach.];zakonnik;1;2;"##K: og. ##D: człowiek, który wybrał życie w jakiejś wspólnocie religijnej. [##W: Zakonnicy określani są formalnie jako ""osoby konsekrowane"", ""prowadzący życie konsekrowane"".] {##L: http://pl.wikipedia.org/wiki/Zakonnik} ##A1: 0 ##A2: 0"
zakopianka;1;2;##K: og. ##D: mieszkanka Zakopanego.;zakopianin;1;2;##K: og. ##D: mieszkaniec Zakopanego.
zakrystianka;1;2;##K:  ##D: . [##P: ] {##L: };zakrystian;1;2;##K:  ##D: . [##P: ] {##L: }
zakupoholiczka;1;2;##K: og.;zakupoholik;1;2;##K: og.
załogantka;1;2;##K:  ##D: . [##P: ] {##L: };załogant;1;2;##K: og. ##D: osoba, która jest członkiem załogi. [##P: ] {##L: } ##A1: 0 ##A2: 0
założycielka;1;2;##K:  ##D: . [##P: ] {##L: };założyciel;1;2;##K: og. ##D: osoba, która coś założyła. [##KPWr: Jeden z założycieli ruchu hipisowskiego sprzedaje teraz programy fitness clubów.]
Zambijka;1;2;##K: og. ##D: mieszkanka Zambii, kobieta pochodzenia zambijskiego.;Zambijczyk;1;2;##K: og. ##D: mieszkaniec Zambii, człowiek pochodzenia zambijskiego.
zamiataczka;2;2;##K:  ##D: . [##P: ] {##L: };zamiatacz;1;2;##K:  ##D: . [##P: ] {##L: }
zapaśniczka;1;2;##K:  ##D: . [##P: ] {##L: };zapaśnik;1;2;##K:  ##D: . [##P: ] {##L: }
zapominalska;1;2;##K:  ##D: . [##P: ] {##L: };zapominalski;1;2;##K: pot. ##D: osoba, która często o czymś zapomina.  [##P:] {##L: } ##A1: {złość, zaskoczenie, niewiedza, błąd, nieszczęście} - s [Mój brat to niepoprawny zapominalski - znów nie wziął z domu portfela.] ##A2: {złość, nieużyteczność, błąd} - s [Janek to zapominalski, więc już o nic go nie proszę.]
zaporożanka;1;2;##K: og. ##D: mieszkanka Zaporoża - miasta na Ukrainie.;zaporożanin;1;2;##K: og. ##D: mieszkaniec Zaporoża - miasta na Ukrainie.
Zapotekijka;1;2;##K: og.;Zapotekijczyk;1;2;##K: og.
zapowiadaczka;1;2;##K:  ##D: . [##P: ] {##L: };zapowiadacz;1;2;##K:  ##D: . [##P: ] {##L: }
zaproszona;1;2;##K: og. ##D: kobieta, którą gdzieś zaproszono. [##P: Prosimy wszystkie zaproszone o przybycie piętnaście minut przed rozpoczęciem wydarzenia.];zaproszony;1;2;##K: og. ##D: człowiek, którego gdzieś zaproszono. [##P: Widziałam listę zaproszonych - czemu nie ma na niej mojego męża?] [##P: Szacujemy, że na naszym weselu będzie około dwustu zaproszonych.]
zarażona;1;2;##K: og. ##D: kobieta, która jest chora, zaraziła się chorobą. [##P: W naszej wiosce była jedyną zarażoną, która przeżyła epidemię.];zarażony;1;2;##K: og. ##D: człowiek, który zaraził się chorobą, jest chory na chorobę zakaźną. [##P: Nasz szpital jest już zapełniony, nie jesteśmy w stanie przyjąć więcej zarażonych.] [##P: Każdy bał się podejść do zarażonego, bo nikt nie wiedział, czy jego choroba jest groźna.]
zarządczyni;1;2;##K:  ##D: . [##P: ] {##L: };zarządca;1;2;##K: og. ##D: ten, kto czymś zarządza. [##P: ] {##L: }
zarządzająca;1;2;##K: og. ##D: ta, która zarządza czymś, sprawuje zarząd. [##P: Doszło do konfliktu między zarządzającą a obsługą hotelu.];zarządzający;1;2;##K: og. ##D: ten, który czymś zarządza, sprawuje zarząd nad czymś. [##P: Wytykano zarządzającemu niegospodarność.]
zastępczyni;1;2;##K:  ##D: . [##P: ] {##L: };zastępca;1;2;##K:  ##D: . [##P: ] {##L: }
zastępowa;1;2;##K:  ##D: . [##P: ] {##L: };zastępowy;1;2;##K:  ##D: . [##P: ] {##L: }
zatorzanka;1;2;##K: og. ##D: mieszkanka Zatora.;zatorzanin;1;2;##K: og. ##D: mieszkaniec Zatora.
zatrudniona;1;2;##K: urz. ##D: ta, która została zatrudniona, posiada umowę zatrudnienia. [##P: Dla każdej zatrudnionej przygotowaliśmy bony świąteczne na zakupy spożywcze.];zatrudniony;1;2;##K: urz. ##D: ten, który został zatrudniony. [##P: Wszyscy zatrudnieni mają prawo do płatnego urlopu.]
zatrzymana;1;2;##K: og. ##D: kobieta aresztowana. [##P: Zatrzymana przebywa obecnie w areszcie śledczym.] {##L: };zatrzymany;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
zausznica;2;2;##K:  ##D: . [##P: ] {##L: };zausznik;1;2;zaufany człowiek ##A1: {zaufanie, dobro} + s [Wiem, że mogę mu zaufać, dlatego jest moim zausznikiem.]
zauszniczka;1;2;##K:  ##D: . [##P: ] {##L: };zausznik;1;2;zaufany człowiek ##A1: {zaufanie, dobro} + s [Wiem, że mogę mu zaufać, dlatego jest moim zausznikiem.]
